shot_id,project_id,sequence_code,shot_name,department,assigned_artist_id,assigned_date,start_date,deadline,delivery_date,first_pass_date,final_approval_date,status,priority,complexity,estimated_hours,actual_hours,internal_revision_count,client_revision_count,revision_count_reported,hold_days,vendor_dependencies,notes
PRJ-1012_SQ060_SH0080,PRJ-1012,SQ060,SQ060_SH0080,Roto/Paint,ART-012,2026-06-24,2026-06-28,2026-07-07,,2026-06-29,,WIP,High,Low-Medium,14.3,8.0,0,2,2,2,3D Asset,
PRJ-1008_SQ030_SH0070,PRJ-9999,SQ030,SQ030_SH0070,Lighting,ART-052,2025-06-15,2025-06-17,2025-07-01,2025-07-05,2025-06-21,2025-07-05,Delivered,Medium,Medium,47.6,54.4,2,1,3,0,3D Asset,Dependent on upstream FX delivery
PRJ-1015_SQ050_SH0110,PRJ-1015,SQ050,SQ050_SH0110,Matte Painting,ART-051,2026-09-24,2026-09-28,2026-10-13,,,,WIP,Low,Medium,74.5,48.9,3,0,3,0,Client Plate,Heavy grain matching required
PRJ-1007_SQ020_SH0040,PRJ-1007,SQ020,SQ020_SH0040,Compositing,ART-046,2025-02-01,2025-02-01,2025-02-07,2025-02-09,2025-02-02,2025-02-12,Delivered,Low,Low-Medium,20.6,22.8,0,1,1,0,None,Heavy grain matching required
PRJ-1003_SQ010_SH0090,PRJ-1003,SQ010,SQ010_SH0090,Roto/Paint,ART-028,2024-06-06,2024-06-06,2024-06-15,2024-06-23,2024-06-07,2024-06-24,Delivered,Medium,Medium,15.6,16.4,2,2,4,1,Client Plate,Editorial turnover changed after first pass
PRJ-1004_SQ070_SH0080,PRJ-1004,SQ070,SQ070_SH0080,Compositing,ART-024,2024-12-02,2024-12-05,2024-12-16,2024-12-21,2024-12-08,2024-12-24,Final,Low,High,35.2,37.7,2,1,3,0,Client Plate,Heavy grain matching required
PRJ-1012_SQ120_SH0080,PRJ-1012,SQ120,SQ120_SH0080,Lighting,ART-043,2026-07-10,2026-07-15,2026-07-28,,,,Pending Review,Critical,High,63.4,46.8,2,2,4,1,Plate Prep,
PRJ-1005_SQ020_SH0090,PRJ-1005,SQ020,SQ020_SH0090,FX,ART-011,2024-11-23,2024-11-27,2024-12-08,2024-12-15,2024-12-01,2024-12-15,Delivered,High,Medium,48.7,51.2,2,0,2,0,Plate Prep,Heavy grain matching required
PRJ-1012_SQ030_SH0060,PRJ-1012,SQ030,SQ030_SH0060,Compositing,ART-040,2026-04-05,2026-04-07,2026-04-15,2025-13-05,2026-04-09,2026-04-24,Approved,Critical,Low-Medium,24.9,39.6,2,0,2,0,External Simulation,
PRJ-1006_SQ050_SH0040,PRJ-1006,SQ050,SQ050_SH0040,Matte Painting,ART-055,2025-01-26,2025-01-28,2025-02-09,2025-02-11,2025-02-02,2025-02-12,Final,Critical,Medium,64.7,76.5,1,1,-1,0,3D Asset,Heavy grain matching required
PRJ-1010_SQ050_SH0090,PRJ-1010,SQ050,SQ050_SH0090,FX,ART-058,2026-01-14,2026-01-15,2026-02-06,2026-02-15,2026-01-23,2026-02-15,Approved,Medium,Very High,90.2,112.1,3,2,5,0,3D Asset,
PRJ-1002_SQ050_SH0070,PRJ-1002,SQ050,SQ050_SH0070,Animation,ART-026,2024-08-31,2024-09-02,2024-09-15,2024-09-25,2024-09-07,2024-09-26,Approved,Critical,High,60.4,79.5,3,1,4,0,None,
PRJ-1006_SQ030_SH0020,PRJ-1006,SQ030,SQ030_SH0020,Matchmove,ART-045,2024-11-12,2024-11-12,2024-11-20,2024-11-30,2024-11-14,2024-11-30,Delivered,Medium,High,26.1,26.5,3,2,7,0,Client Plate,Editorial turnover changed after first pass
PRJ-1010_SQ070_SH0030,PRJ-1010,SQ070,SQ070_SH0030,Compositing,ART-004,2025-07-28,2025-08-02,2025-08-20,2025-08-24,2025-08-07,2025-08-26,Delivered,Critical,Very High,63.5,70.4,1,1,2,2,None,Heavy grain matching required
PRJ-1005_SQ010_SH0040,PRJ-1005,SQ010,SQ010_SH0040,Assets,ART-016,2024-09-22,2024-09-24,2024-10-01,2024-10-05,2024-09-27,2024-10-08,Approved,High,Medium,44.9,64.6,4,1,5,1,3D Asset,
PRJ-1012_SQ050_SH0050,PRJ-1012,SQ050,SQ050_SH0050,Matte Painting,ART-007,2026-02-26,2026-02-27,2026-03-19,2026-03-22,2026-03-06,2026-03-23,Approved,Medium,Very High,83.9,129.7,2,2,4,0,None,
PRJ-1012_SQ080_SH0040,PRJ-1012,SQ080,SQ080_SH0040,Lighting,ART-032,2026-02-10,2026-02-13,2026-02-21,,2026-02-15,,Pending Review,Low,Low-Medium,25.3,9.3,2,1,3,3,None,Editorial turnover changed after first pass
PRJ-1003_SQ050_SH0070,PRJ-1003,SQ050,SQ050_SH0070,Matchmove,ART-031,2024-05-16,2024-05-20,2024-05-30,2024-06-03,2024-05-21,2024-06-03,Delivered,Critical,Low-Medium,18.2,19.0,0,1,1,2,Client Plate,Client requested alternate color treatment
PRJ-1010_SQ090_SH0070,PRJ-1010,SQ090,SQ090_SH0070,Compositing,ART-046,2025-11-30,2025-12-02,2025-12-18,2025-12-26,2025-12-07,2025-12-28,Delivered,High,Very High,55.9,75.4,3,2,5,0,None,
PRJ-1012_SQ040_SH0080,PRJ-1012,SQ040,SQ040_SH0080,Compositing,ART-059,2026-06-19,2026-06-19,2026-07-05,,2026-06-23,,Client Review,High,Medium,47.7,38.5,2,2,4,0,Plate Prep,Client requested alternate color treatment
PRJ-1012_SQ050_SH0030,PRJ-1012,SQ050,SQ050_SH0030,Assets,ART-047,2025-12-21,2025-12-21,2026-01-01,2026-01-07,2025-12-24,2026-01-08,Final,High,Low-Medium,43.1,39.7,2,1,3,0,None,
PRJ-1001_SQ010_SH0070,PRJ-1001,SQ010,SQ010_SH0070,Roto/Paint,ART-028,2024-05-10,2024-05-14,2024-05-19,2024-05-17,2024-05-15,2024-05-20,Approved,High,Low-Medium,11.2,11.3,2,1,3,0,Client Plate,Dependent on upstream FX delivery
PRJ-1009_SQ040_SH0060,PRJ-1009,SQ040,SQ040_SH0060,Roto/Paint,ART-021,2025-07-30,2025-07-30,2025-08-06,2025-08-12,2025-07-31,2025-08-13,Approved,High,Low,6.8,6.4,0,0,0,5,None,Heavy grain matching required
PRJ-1015_SQ010_SH0100,PRJ-1015,SQ010,SQ010_SH0100,FX,ART-053,2026-08-28,2026-08-31,2026-09-18,,,,WIP,Medium,High,84.1,52.5,2,1,3,0,None,
PRJ-1012_SQ110_SH0040,PRJ-1012,SQ110,SQ110_SH0040,Matte Painting,ART-055,2026-02-10,2026-02-10,2026-02-19,2026-02-27,2026-02-13,2026-02-27,Delivered,High,Medium,42.9,44.0,2,0,2,1,External Simulation,Heavy grain matching required
PRJ-1004_SQ010_SH0050,PRJ-1004,SQ010,SQ010_SH0050,Animation,ART-041,2024-09-04,2024-09-05,2024-09-20,2024-09-24,2024-09-09,2024-09-25,Delivered,Low,Medium,50.3,67.1,2,2,4,1,3D Asset,Dependent on upstream FX delivery
PRJ-1009_SQ050_SH0100,PRJ-1009,SQ050,SQ050_SH0100,Compositing,ART-024,2025-11-09,2025-11-12,2025-11-17,2025-11-20,2025-11-14,2025-11-20,Final,Medium,Low-Medium,28.8,34.5,1,1,2,0,Client Plate,
PRJ-1009_SQ010_SH0120,PRJ-1009,SQ010,SQ010_SH0120,Matchmove,ART-017,2025-12-12,2025-12-14,2025-12-24,2026-01-03,2025-12-16,2026-01-05,Delivered,Medium,High,29.4,30.8,2,2,4,3,External Simulation,Heavy grain matching required
PRJ-1014_SQ050_SH0110,PRJ-1014,SQ050,SQ050_SH0110,Lighting,ART-052,2026-08-10,2026-08-12,2026-08-30,,,,WIP,High,Very High,80.9,50.0,2,2,4,0,None,Editorial turnover changed after first pass
PRJ-1002_SQ010_SH0030,PRJ-1002,SQ010,SQ010_SH0030,Lighting,ART-052,2024-04-08,2024-04-10,2024-04-19,2024-04-27,2024-04-13,2024-04-28,Delivered,High,Low-Medium,38.4,950.5,2,0,2,0,None,Additional cleanup discovered during review
PRJ-1015_SQ030_SH0030,PRJ-1015,SQ030,SQ030_SH0030,FX,ART-053,2026-04-17,2026-04-19,2026-04-23,2026-04-27,2026-04-20,2026-04-28,Approved,High,Low,21.7,16.2,0,0,0,3,,
PRJ-1012_SQ100_SH0050,PRJ-1012,SQ100,SQ100_SH0050,Animation,ART-026,2026-03-22,2026-03-26,2026-04-09,,2026-03-28,,WIP,Critical,Low,24.8,20.6,1,1,2,0,Plate Prep,Dependent on upstream FX delivery
PRJ-1015_SQ040_SH0040,PRJ-1015,SQ040,SQ040_SH0040,Compositing,ART-039,2026-05-02,2026-05-05,2026-05-15,,2026-05-09,,Client Review,High,Medium,50.3,43.6,2,0,4,0,Client Plate,Dependent on upstream FX delivery
PRJ-1004_SQ100_SH0020,PRJ-1004,SQ100,SQ100_SH0020,Compositing,ART-060,2024-07-24,2024-07-29,2024-08-06,2024-08-09,2024-07-30,2024-08-11,Approved,Medium,Low,22.1,18.7,1,0,1,0,None,Additional cleanup discovered during review
PRJ-1012_SQ020_SH0010,PRJ-1012,SQ020,SQ020_SH0010,Compositing,ART-015,2025-10-01,2025-10-04,2025-10-16,,2025-10-07,,WIP,Medium,High,33.8,23.0,1,3,4,0,Client Plate,Additional cleanup discovered during review
PRJ-1014_SQ010_SH0040,PRJ-1014,SQ010,SQ010_SH0040,Lighting,ART-018,2026-03-31,2026-04-02,2026-04-11,2026-04-17,2026-04-05,2026-04-18,Approved,High,High,37.8,35.0,1,0,1,3,Plate Prep,Additional cleanup discovered during review
PRJ-1004_SQ050_SH0030,PRJ-1004,SQ050,SQ050_SH0030,Compositing,ART-010,2024-08-05,2024-08-08,2024-08-20,2024-08-29,2024-08-11,2024-08-31,Approved,Medium,,43.6,52.2,2,1,3,8,None,
PRJ-1004_SQ080_SH0030,PRJ-1004,SQ080,SQ080_SH0030,Roto/Paint,ART-028,2024-08-04,2024-08-05,2024-08-12,2024-08-16,2024-08-06,2024-08-18,Delivered,Medium,High,18.5,18.9,1,1,2,8,None,Additional cleanup discovered during review
PRJ-1002_SQ110_SH0070,PRJ-1002,SQ110,SQ110_SH0070,Assets,ART-022,2024-09-13,2024-09-18,2024-09-30,2024-10-05,2024-09-22,2024-10-08,Approved,High,Low-Medium,49.3,51.0,1,2,3,1,Plate Prep,Client requested alternate color treatment
PRJ-1010_SQ060_SH0080,PRJ-1010,SQ060,SQ060_SH0080,Roto/Paint,ART-049,2025-12-08,2025-12-08,2025-12-16,2025-12-18,2025-12-09,2025-12-18,Approved,Critical,Very High,21.4,25.3,1,2,3,2,External Simulation,Heavy grain matching required
PRJ-1008_SQ030_SH0030,PRJ-1008,SQ030,SQ030_SH0030,Animation,ART-041,2025-03-23,2025-03-28,2025-04-11,2025-04-18,2025-04-02,2025-04-19,Approved,Medium,Medium,55.7,76.3,2,3,5,0,None,Heavy grain matching required
PRJ-1012_SQ070_SH0080,PRJ-1012,SQ070,SQ070_SH0080,Roto/Paint,ART-028,2026-06-23,2026-06-24,2026-06-30,,2026-06-25,,Client Review,High,Medium,18.1,13.9,2,3,5,0,3D Asset,Additional cleanup discovered during review
PRJ-1005_SQ050_SH0090,PRJ-1005,SQ050,SQ050_SH0090,FX,ART-027,2024-12-03,2024-12-06,2024-12-22,2024-12-29,2024-12-12,2024-12-30,Final,Critical,High,70.6,75.3,3,0,3,0,Client Plate,Additional cleanup discovered during review
PRJ-1002_SQ040_SH0030,PRJ-1002,SQ040,SQ040_SH0030,FX,ART-003,2024-04-16,2024-04-17,2024-04-27,2024-04-29,2024-04-20,2024-05-02,Approved,Critical,Low,35.4,26.3,0,0,0,0,3D Asset,Dependent on upstream FX delivery
PRJ-1015_SQ060_SH0030,PRJ-1015,SQ060,SQ060_SH0030,Lighting,ART-018,2026-04-23,2026-04-25,2026-05-06,2026-05-07,2026-04-30,2026-05-09,Final,Medium,Very High,57.7,66.1,3,1,4,0,External Simulation,Dependent on upstream FX delivery
PRJ-1003_SQ030_SH0080,PRJ-1003,SQ030,SQ030_SH0080,Compositing,ART-059,2024-05-24,2024-05-24,2024-05-29,2024-05-27,2024-05-25,2024-05-30,Delivered,High,Medium,21.0,17.1,0,0,0,0,Plate Prep,Heavy grain matching required
PRJ-1013_SQ040_SH0090,PRJ-1013,SQ040,SQ040_SH0090,Roto/Paint,ART-030,2026-04-29,2026-05-04,2026-05-10,2026-05-17,2026-05-06,2026-05-19,Final,Medium,High,27.0,34.1,2,1,3,0,External Simulation,Heavy grain matching required
PRJ-1004_SQ010_SH0040,PRJ-1004,SQ010,SQ010_SH0040,Compositing,ART-046,2024-08-17,2024-08-22,2024-09-01,2024-09-01,2024-08-25,2024-09-01,Delivered,Medium,Low-Medium,35.5,45.1,2,0,2,2,None,Additional cleanup discovered during review
PRJ-1004_SQ090_SH0050,PRJ-1004,SQ090,SQ090_SH0050,Lighting,ART-052,2024-09-23,2024-09-27,2024-10-03,2024-10-06,2024-09-30,2024-10-07,On-Hold,Medium,Medium,36.0,41.2,3,0,3,2,None,Dependent on upstream FX delivery
PRJ-1004_SQ010_SH0090,PRJ-1004,SQ010,SQ010_SH0090,Compositing,ART-009,2024-12-14,2024-12-15,2024-12-25,2024-12-29,2024-12-19,2024-12-29,Delivered,Critical,Very High,47.3,53.7,3,1,4,0,3D Asset,Client requested alternate color treatment
PRJ-1006_SQ090_SH0050,PRJ-1006,SQ090,SQ090_SH0050,FX,ART-053,2025-03-22,2025-03-27,2025-04-09,2025-04-20,2025-04-01,2025-04-23,Delivered,Low,Low-Medium,53.0,55.1,2,1,3,0,None,
PRJ-1001_SQ010_SH0020,PRJ-1001,SQ010,SQ010_SH0020,Compositing,ART-025,2024-02-09,2024-02-11,2024-02-19,2024-02-21,2024-02-15,2024-02-21,Approved,High,High,50.5,46.8,1,1,2,1,External Simulation,Additional cleanup discovered during review
PRJ-1001_SQ020_SH0020,PRJ-1001,SQ020,SQ020_SH0020,FX,ART-034,2024-02-01,2024-02-06,2024-02-19,2024-02-27,2024-02-13,2024-02-27,Delivered,High,High,85.5,132.0,2,1,3,1,Client Plate,Client requested alternate color treatment
PRJ-1006_SQ020_SH0020,PRJ-1006,SQ020,SQ020_SH0020,Matchmove,ART-050,2024-11-15,2024-11-17,2024-12-01,2024-11-30,2024-11-20,2024-12-03,Delivered,Low,High,32.0,33.7,2,1,3,0,None,Additional cleanup discovered during review
PRJ-1015_SQ030_SH0120,PRJ-1015,SQ030,SQ030_SH0120,Compositing,ART-059,2026-10-08,,2026-10-20,,,,Not Started,High,Medium,37.2,29.3,2,2,4,1,None,Client requested alternate color treatment
PRJ-1009_SQ070_SH0050,PRJ-1009,SQ070,SQ070_SH0050,Assets,ART-037,2025-07-09,2025-07-11,2025-07-30,2025-08-10,2025-07-18,2025-08-13,Final,High,High,77.9,95.2,2,2,-1,1,External Simulation,Client requested alternate color treatment
PRJ-1006_SQ010_SH0080,PRJ-1006,SQ010,SQ010_SH0080,Roto/Paint,ART-030,2025-06-16,2025-06-19,2025-06-28,2025-06-29,2025-06-20,2025-06-29,Delivered,Low,Low,9.8,10.1,1,1,2,0,External Simulation,Heavy grain matching required
PRJ-1007_SQ050_SH0060,PRJ-1007,SQ050,SQ050_SH0060,Animation,ART-036,2025-02-18,2025-02-22,2025-03-09,2025-03-15,2025-02-25,2025-03-15,Approved,Medium,Low,36.0,35.1,0,0,0,2,3D Asset,
PRJ-1005_SQ020_SH0030,PRJ-1005,SQ020,SQ020_SH0030,Compositing,ART-035,2024-09-11,2024-09-14,2024-09-25,2024-09-30,2024-09-17,,Delivered,,Medium,35.3,42.3,2,3,5,0,None,Dependent on upstream FX delivery
PRJ-1011_SQ010_SH0060,PRJ-1011,SQ010,SQ010_SH0060,Animation,ART-036,2025-10-20,2025-10-21,2025-11-06,2025-11-21,2025-10-26,2025-11-22,Approved,High,High,52.8,62.5,1,1,2,8,3D Asset,Heavy grain matching required
PRJ-1013_SQ030_SH0060,PRJ-1013,SQ030,SQ030_SH0060,Matchmove,ART-050,2026-03-16,2026-03-18,2026-03-26,2026-03-28,2026-03-20,2026-03-31,Delivered,High,High,23.1,27.7,3,0,3,1,None,Editorial turnover changed after first pass
PRJ-1004_SQ070_SH0070,PRJ-1004,SQ070,SQ070_SH0070,Roto/Paint,ART-012,2024-11-15,2024-11-20,2024-11-28,2024-12-03,2024-11-21,2024-12-06,Delivered,Medium,Low-Medium,21.0,21.4,2,0,2,2,None,
PRJ-1011_SQ020_SH0130,PRJ-1011,SQ020,SQ020_SH0130,Lighting,ART-018,2026-03-24,2026-03-28,2026-04-11,2026-04-17,2026-04-02,2026-04-20,Final,Medium,Very High,67.1,81.6,3,3,6,0,None,
PRJ-1006_SQ010_SH0020,PRJ-1006,SQ010,SQ010_SH0020,Matte Painting,ART-055,2024-11-05,2024-11-08,2024-11-20,2024-12-02,2024-11-12,2024-12-02,Final,High,Medium,47.4,57.7,3,2,-1,0,Client Plate,
PRJ-1011_SQ020_SH0120,PRJ-1011,SQ020,SQ020_SH0120,Lighting,ART-032,2026-02-25,2026-03-02,2026-03-16,2026-03-17,2026-03-06,2026-03-17,Delivered,Medium,Medium,48.1,49.3,2,1,3,0,External Simulation,
PRJ-1001_SQ010_SH0080,PRJ-1001,SQ010,SQ010_SH0080,Matchmove,ART-057,2024-06-11,2024-06-14,2024-06-24,2024-07-01,2024-06-16,2024-07-03,Approved,Low,Medium,23.4,26.6,1,1,2,8,Client Plate,Heavy grain matching required
PRJ-1005_SQ040_SH0020,PRJ-1005,SQ040,SQ040_SH0020,Compositing,ART-010,2024-09-05,2024-09-10,2024-09-20,2024-09-22,2024-09-12,2024-09-23,Approved,Medium,Low-Medium,27.3,22.9,0,0,0,0,None,Editorial turnover changed after first pass
PRJ-1007_SQ010_SH0060,PRJ-1007,SQ010,SQ010_SH0060,Compositing,ART-019,2025-02-13,2025-02-15,2025-02-24,2025-02-23,2025-02-16,2025-02-26,Final,Medium,Low,18.4,14.8,0,0,0,0,None,
PRJ-1002_SQ120_SH0020,PRJ-1002,SQ120,SQ120_SH0020,Compositing,ART-024,2024-04-14,2024-04-15,2024-04-27,2024-04-26,2024-04-20,2024-04-28,Approved,Critical,High,57.1,950.5,0,0,0,0,None,
PRJ-1010_SQ050_SH0050,PRJ-1010,SQ050,SQ050_SH0050,Matchmove,ART-057,2025-09-12,2025-09-16,2025-09-27,2025-10-07,2025-09-19,2025-10-10,Final,Low,Medium,32.0,40.2,4,0,4,0,None,Editorial turnover changed after first pass
PRJ-1006_SQ040_SH0010,PRJ-1006,SQ040,SQ040_SH0010,Matchmove,ART-045,2024-10-05,2024-10-05,2024-10-16,2024-10-31,2024-10-08,2024-10-31,Approved,High,Medium,31.0,25.0,0,3,3,8,None,Client requested alternate color treatment
PRJ-1006_SQ110_SH0030,PRJ-1006,SQ110,SQ110_SH0030,Compositing,ART-004,2025-01-17,2025-01-19,2025-01-27,2025-02-01,2025-01-22,2025-02-04,Delivered,Medium,Medium,35.5,37.5,2,0,2,0,Client Plate,Dependent on upstream FX delivery
PRJ-1004_SQ020_SH0010,PRJ-1004,SQ020,SQ020_SH0010,Compositing,ART-004,2024-06-07,2024-06-12,2024-06-20,2024-06-27,2024-06-15,2024-06-30,Approved,High,Medium,40.5,36.8,2,0,2,0,None,Dependent on upstream FX delivery
PRJ-1006_SQ020_SH0030,PRJ-1006,SQ020,SQ020_SH0030,Compositing,ART-060,2024-12-09,2024-12-09,2024-12-22,2024-12-23,2024-12-12,2024-12-24,Delivered,High,Low-Medium,32.6,29.0,0,0,0,0,3D Asset,
PRJ-1002_SQ130_SH0020,PRJ-1002,SQ130,SQ130_SH0020,Compositing,ART-060,2024-04-05,2024-04-07,2024-04-21,2024-05-04,2024-04-10,2024-05-07,Approved,Critical,Low-Medium,30.7,28.4,2,1,3,0,3D Asset,Heavy grain matching required
PRJ-1004_SQ050_SH0080,PRJ-1004,SQ050,SQ050_SH0080,FX,ART-003,2024-12-07,2024-12-09,2024-12-19,2024-12-31,2024-12-14,2024-12-31,Approved,Medium,Medium,58.2,47.3,2,0,2,0,None,Editorial turnover changed after first pass
PRJ-1012_SQ080_SH0020,PRJ-1012,SQ080,SQ080_SH0020,FX ,ART-048,2025-11-26,2025-11-26,2025-12-09,,2025-11-29,,Client Review,Low,Low-Medium,39.2,20.5,0,0,0,0,External Simulation,
PRJ-1015_SQ050_SH0060,PRJ-1015,SQ050,SQ050_SH0060,Animation,ART-041,2026-06-15,,2026-07-04,,,,Not Started,Low,Medium,53.7,43.7,0,0,0,0,Client Plate,
PRJ-1011_SQ030_SH0030,PRJ-1011,SQ030,SQ030_SH0030,Animation,ART-036,2025-08-15,2025-08-19,2025-08-28,2025-09-03,2025-08-23,2025-09-03,Approved,High,Medium,51.0,60.4,2,3,5,0,None,
PRJ-1003_SQ020_SH0070,PRJ-1003,SQ020,SQ020_SH0070,Compositing,ART-019,2024-05-23,2024-05-27,2024-06-09,2024-06-08,2024-06-01,2024-06-11,Delivered,High,Medium,63.2,52.2,0,0,0,0,None,
PRJ-1007_SQ010_SH0070,PRJ-1007,SQ010,SQ010_SH0070,Compositing,ART-046,2025-02-17,2025-02-20,2025-03-05,2025-03-10,2025-02-25,2025-03-12,Approved,Medium,Very High,57.7,52.5,0,0,0,0,None,
PRJ-1009_SQ030_SH0010,PRJ-1009,SQ030,SQ030_SH0010,Compositing,ART-004,2025-03-21,2025-03-21,2025-03-26,2025-04-05,2025-03-23,2025-04-05,Delivered,High,Low-Medium,29.3,27.2,2,0,2,1,None,Editorial turnover changed after first pass
PRJ-1001_SQ040_SH0060,PRJ-1001,SQ040,SQ040_SH0060,Compositing,ART-009,2024-04-27,2024-05-02,2024-05-16,2024-05-20,2024-05-06,2024-05-22,Delivered,Medium,High,51.6,59.3,3,0,3,1,None,Editorial turnover changed after first pass
PRJ-1011_SQ040_SH0010,PRJ-1011,SQ040,SQ040_SH0010,Roto/Paint,ART-012,2025-07-10,2025-07-13,2025-07-19,2025-07-20,2025-07-14,2025-07-20,Delivered,Low,Low-Medium,12.5,14.1,1,1,2,0,External Simulation,Editorial turnover changed after first pass
PRJ-1011_SQ020_SH0100,PRJ-1011,SQ020,SQ020_SH0100,Matchmove,ART-017,2026-01-19,2026-01-19,2024-01-01,2026-01-28,2026-01-22,2026-01-28,Approved,Critical,High,32.4,39.7,2,2,4,0,None,
PRJ-1010_SQ050_SH0080,PRJ-1010,SQ050,SQ050_SH0080,Compositing,ART-009,2025-12-11,2025-12-15,2025-12-30,2026-01-04,2025-12-18,2026-01-05,Delivered,Medium,Medium,36.2,43.4,0,2,2,0,External Simulation,
PRJ-1013_SQ010_SH0050,PRJ-1013,SQ010,SQ010_SH0050,Compositing,ART-025,2026-03-02,2026-03-06,2026-03-14,2026-03-11,2026-03-09,2026-03-11,Approved,Medium,Low-Medium,36.1,37.2,2,1,-1,0,None,
PRJ-1014_SQ060_SH0010,PRJ-1014,SQ060,SQ060_SH0010,Compositing,ART-015,2026-02-13,2026-02-15,2026-02-25,,2026-02-18,,Pending Review,High,Low-Medium,42.0,17.2,2,1,3,0,External Simulation,
PRJ-1014_SQ010_SH0020,PRJ-1014,SQ010,SQ010_SH0020,Matte Painting,ART-051,2026-02-21,2026-02-25,2026-03-06,2026-03-15,2026-02-28,2026-03-17,Approved,Low,Low-Medium,34.3,41.8,3,0,3,0,Plate Prep,
PRJ-1009_SQ070_SH0100,PRJ-1009,SQ070,SQ070_SH0100,Compositing, ART-004,2025-11-16,2025-11-16,2025-11-30,2025-12-12,2025-11-20,2025-12-15,Final,Critical,Medium,48.4,73.8,5,2,,1,None,
PRJ-1006_SQ050_SH0070,PRJ-1006,SQ050,SQ050_SH0070,Matchmove,ART-045,2025-05-13,2025-05-17,2025-05-30,2025-06-01,2025-05-19,2025-06-03,Final,Medium,Medium,24.7,24.0,2,1,3,0,Plate Prep,Dependent on upstream FX delivery
PRJ-1005_SQ010_SH0080,PRJ-1005,SQ010,SQ010_SH0080,Roto/Paint,ART-030,2024-11-20,2024-11-23,2024-12-02,2024-12-08,2024-11-24,2024-12-10,Final,Low,Low,9.5,9.8,2,1,3,1,None,Client requested alternate color treatment
PRJ-1001_SQ060_SH0020,PRJ-1001,SQ060,SQ060_SH0020,Assets,ART-016,2024-02-10,2024-02-10,2024-02-26,2024-03-07,2024-02-15,2024-03-10,Final,Medium,Medium,55.9,78.6,2,2,4,2,Plate Prep,Heavy grain matching required
PRJ-1006_SQ080_SH0010,PRJ-1006,SQ080,SQ080_SH0010,Matchmove,ART-050,2024-10-16,2024-10-18,2024-10-27,2024-10-28,2024-10-19,2024-10-31,Delivered,Medium,Low-Medium,13.8,12.9,1,1,2,0,None,
PRJ-1012_SQ110_SH0020,PRJ-1012,SQ110,SQ110_SH0020,Compositing,ART-046,2025-12-03,,2025-12-19,,,,Not Started,High,Medium,48.8,47.0,3,2,5,0,Client Plate,
PRJ-1013_SQ050_SH0050,PRJ-1013,SQ050,SQ050_SH0050,Compositing,ART-059,2026-03-11,2026-03-15,2026-03-22,2026-03-24,2026-03-16,2026-03-27,Delivered,Medium,Low,18.1,16.6,1,0,1,0,Client Plate,Heavy grain matching required
PRJ-1001_SQ020_SH0050,PRJ-1001,SQ020,SQ020_SH0050,Roto/Paint,ART-021,2024-04-15,2024-04-15,2024-04-24,2024-05-02,2024-04-17,2024-05-04,Final,Medium,Very High,24.3,40.8,3,2,5,0,Plate Prep,Heavy grain matching required
PRJ-1007_SQ050_SH0020,PRJ-1007,SQ050,SQ050_SH0020,Lighting,ART-023,2025-01-13,2025-01-15,2025-01-26,2025-01-27,2025-01-17,2025-01-28,Delivered,High,Low-Medium,26.7,30.5,2,1,3,1,None,Dependent on upstream FX delivery
PRJ-1009_SQ060_SH0030,PRJ-1009,SQ060,SQ060_SH0030,Lighting,ART-014,2025-05-17,2025-05-19,2025-05-27,2025-05-30,2025-05-22,2025-05-31,Approved,Medium,Low-Medium,43.2,51.4,1,2,3,2,3D Asset,Dependent on upstream FX delivery
PRJ-1008_SQ020_SH0080,PRJ-1008,SQ020,SQ020_SH0080,Compositing,ART-039,2025-07-07,2025-07-08,2025-07-22,2025-08-05,2025-07-11,2025-08-08,Approved,High,Medium,39.2,pending,1,2,3,12,None,Additional cleanup discovered during review
PRJ-1009_SQ020_SH0010,PRJ-1009,SQ020,SQ020_SH0010,Compositing,ART-024,2025-03-25,2025-03-30,2025-04-10,2025-04-18,2025-04-03,2025-04-19,Approved,High,Medium,45.5,,3,3,6,0,External Simulation,Editorial turnover changed after first pass
PRJ-1010_SQ100_SH0080,PRJ-1010,SQ100,SQ100_SH0080,Assets,ART-022,2025-12-24,2025-12-24,2026-01-08,2026-01-11,2025-12-31,2026-01-13,Approved,Critical,High,75.9,73.3,2,1,3,2,External Simulation,
PRJ-1015_SQ040_SH0110,PRJ-1015,SQ040,SQ040_SH0110,Lighting,ART-018,2026-09-28,2026-09-30,2026-10-09,,,,WIP,Medium,High,48.9,27.7,4,1,5,0,Plate Prep,Additional cleanup discovered during review
PRJ-1006_SQ100_SH0030,PRJ-1006,SQ100,SQ100_SH0030,Lighting,ART-018,2025-01-06,2025-01-09,2025-01-23,2025-01-30,2025-01-12,2025-02-01,Delivered,High,High,37.0,35.5,1,2,3,0,External Simulation,Dependent on upstream FX delivery
PRJ-1002_SQ130_SH0030,PRJ-1002,SQ130,SQ130_SH0030,FX,ART-053,2024-05-10,2024-05-15,2024-06-02,2024-06-11,2024-05-24,2024-06-13,final,Medium,Very High,111.9,137.7,2,2,4,0,Plate Prep,
